id,tweet,subtask_a
64626,haul fat ass harm way druggie,OFF
55335,believe woman,NOT
59463,yup hahaha cute,NOT
43688,know deny fair exchange base recent past interaction conservative speak poor rating,NOT
38710,I think gooooooooooood,NOT
32365,need unity grow voice libs band right follow patriot,NOT
57061,jack dorsey credit openly acknowledge culture company hostile conservative question,NOT
87953,victim let hear blood test perpetrator shape,NOT
29587,cheat,NOT
69177,look lovely raisinghand mediumdarkskintone,NOT
80339,sorry right winger flushedface winkingface look kaepernick sale bump nike earning week,NOT
75757,reform trump free particular famous people exchange attention policy bad,NOT
59465,fucking time,NOT
98025,correct,NOT
39729,write suppose tomorrow prophet human race need follow tell I useless moron I stop attention brother,OFF
11741,I guess victoryhand liberal use white power gesture,NOT
81331,hahaha tell I stfu hurt rollingonthefloorlaughe,NOT
25226,loool seenoevilmonkey half jamaican resonate african culture I know rest african I feel strong representation caribbean able share thought caribbean carnival,NOT
93137,definitely live outside dc I book amazon va week becaus order print m copy,NOT
46114,cool blind idiot god concept real thing religion thousand year old peopl ehave fucking cthulhu reference retard cre,OFF
58189,facewithtearsofjoy maga I dear friend follower buy hotbeverage facewithtearsofjoy,NOT
79603,tourist holiday parent place sticker pole turkey parent eat restaurant support,NOT
93056,delirious,OFF
85757,possible brady california rating gun control,NOT
92745,I love use platform positive meaningful raisinghand mediumskintone hundredpoint clappinghand mediumskintone,NOT
32139,rezz dumb bitch rude awakening bnf mexico lol,OFF
59690,alert candace owens attack antifa,OFF
69531,breibart comic section,NOT
47986,beat wwe knee,NOT
95846,I think,NOT
23311,dumbass democrat thing president lazy bullshit story usual,OFF
98406,tenet american justice system accompany liberal guilty prove innocent,NOT
65228,thank secretary pompeo hard work sir true patriot god bless america,NOT
80267,fbi hotbed liberal leftist rollingonthefloorlaughe rollingonthefloorlaughe rollingonthefloorlaughe rollingonthefloorlaughe brian dennehy,NOT
33600,robyn post selfie world stop moment appreciate,OFF
79122,democrats desperate ppl threaten sen collin delay halt confirmation election line desperate ppl amp gop aware,OFF
10821,flake flake want amp hear stand senate race,NOT
62976,romy omfg I m sooo glad I meet bff life good I love talk,NOT
58576,forward damn fact long narrative dangerous line slide scale line bunch liberal idiot use vilify conservative justify action liberal,OFF
40912,black people need white liberal like turn violence base thing perceive offensive,NOT
80922,voting optional certainly novemeber critical like amp share agree,NOT
70525,poor baby entire network trust people watch cnn brainwash liberal demonrat,OFF
93516,hell country u hate u trash amp weaponize govt yr destroy amp quit tell kid hate good county disgrace,NOT
21099,rest,NOT
36863,parkland strict control rally sep pm et,NOT
88561,right,NOT
33516,good read exchange thread year later dude come blm antifa cause nazi bullshit lmao good I mean saddest,NOT
95745,I young moron I parris island I new jersey state police academy municipal class week tend bar listen drinking customer joke,NOT
69004,clearly agitate defensive stance,OFF
64362,I think mean write michael,NOT
57217,ok antifa I medicine condition,NOT
33099,suggest law policy sanction regime inform rate benefit sanction graph suggest true sanction rate low previous sanction regime good observation,NOT
28518,going bite,OFF
57434,example I think liberal imposition inauthenticity issue issue border citizenship liberal assume right equality argument apply border apply border widely share view,NOT
38241,look like antifa president,NOT
48529,alaska girl chime murkowski vote yes I know native tribe tell vote kavanaugh scotus decimate alaska native,NOT
38280,send antifa super soldier sort tommy robinson fan,NOT
97893,everyday work man woman vote republican trump policy vote cost money folk,NOT
77529,woodword book slander clown tool,OFF
42005,country address sensible gun control vote blue garbage clean street,OFF
25305,appear pair woo hoo think way brothel,OFF
70652,mentally unstable,OFF
60071,character clinton cartoon maybe,OFF
68336,yup total gun control work fine mexico,NOT
58551,good friend like star know star life,NOT
12602,I like mince I understand deny porn,OFF
68627,willing testify oath actually know kavanaugh testify kavanaugh man know like,NOT
35933,fema contact senator tv hit liar set big girl pantie tell truth,OFF
66631,I think antifa actually fascist rethuglican actual fascist room,OFF
47401,think,NOT
70446,absurd left field violent feminist communist form antifa attack peaceful transition power year I wonder occur bad guy I doubt moral fortitude,OFF
98470,r u push burn sexual predator feinstein ur new hero mondy list woman mile long rape bad trump fault,NOT
26783,surprise,OFF
10826,report reach tweet early kaduna stadium,NOT
60023,amazing mom redheart,NOT
49939,wisconsin bubbler duck duck goose,OFF
21597,follow maga,NOT
21612,honest acknowledge trans stuff mental disorder normal human behavior,NOT
23818,good liberal allow rapist continue serve federal district court victim continue suffer,OFF
35823,pretend phony lie change,OFF
50664,genetic racial racist co opt liberal twist actual definition racism think race inferior race look race meet definition,NOT
11075,beer red cabbage conservative,NOT
77455,I break,NOT
46203,marr member labour party attlee orwell conservative I interested think labour conservative I liberal opposite conservative liberal poltic economic right wing imho,NOT
58382,seriously facewithtearsofjoy word lie I live feed evict I handle second houseguest,NOT
17946,torture crminal terrorist jail,NOT
25800,behar jewish support nazi dem run hitler playbook year new york jews nazi speak israel pander case,NOT
35887,I feel guy rush girl look know know realize want think implication damage girl mind,NOT
36639,mock sjws kkk extremely clever satire fact sense humor stupid fault mean denigrate lie motive native american woman bigoted misogynist,OFF
68055,medically kind know histrionic personality brave continue heroineics holy book I accept india definitely change,NOT
82801,mean senior engineer generally confuse individual competence surprise surprise change organisational structure competence good people thrive structure allow thing,NOT
35959,turkey chocker facewithoutmouth,OFF
48319,I trust mark dobson sorry lot run I use term loosley fine city stop behave like petulant year old start elect,NOT
14239,delusional liberal twisted hate acknowledge airforce,OFF
34178,shit redheart,OFF
47703,come territory I leftist control antifa actually,NOT
57197,I like liberal civil conversation come evidence feeling context quote,NOT
94756,damn I able eat pussy,OFF
13389,I think liberal hole fun,NOT
90701,exactly willy half brain consider conservative guy literally poster child liberal,OFF
69315,worry lou thumbsup god hand direct trump agenda thwart satan collision god timing timing slowly reveal deep state swamp creature doubleexclamationmark,NOT
68054,correct,NOT
83474,sharyl attkisson msm truth teller,NOT
20770,queen rap facewithtongue bitch knot relate,OFF
49300,tool liberal I surprised pretty tool general,NOT
84125,great,NOT
78482,I love sweet twoheart,NOT
45452,ah shite understand people football match good impression mute I try ticket kop chance I I assume main stand atmosphere kenny,NOT
66373,I bad lick ass,OFF
77620,pathological liar judge lecture credibility judge admit stupid flushedface liberal shame ignorance elect representative,OFF
83576,stupid problem conservative hate study smart people smart people suck datum data schmata fact near turn somebody nitwit,OFF
91209,funny liberal change tune woman accuser base soley political persuasion term oh yeah,NOT
83336,cute I lov,NOT
21734,bitch,OFF
17441,kiss faceblowingakiss faceblowingakiss,NOT
94416,welcome guy,NOT
28731,trust,NOT
57625,jamie oliver fucks meal deal tesco I kill cunt,OFF
40567,I care murder I care weed home like lot americans I care pair sock victim try smear victim despicable,OFF
76395,like cheap plastic version real president,NOT
41459,actually engage extortion racket austerity borrow like,NOT
31178,papercup cake birthdaycake,NOT
34911,agent speak temple,NOT
77103,set expectation set goal chase dream ask question doctor decision advisement I parent grow man,NOT
29044,liberal steal elderly disable pay,NOT
17252,shall know way bear,NOT
32074,I wash mouth soap I utmost respect admiration cop I dirt bag break home gun control mean steady hand talk antifa buddy drain,OFF
73253,sexy,NOT
84306,claim logical humanitarian explanation,NOT
17811,russian spy receive money putin,OFF
39492,liberal explain know shooter liberal far know liberal hateful violent people defeat,OFF
42444,strict gun control sure help california facewithrollingeye,NOT
62710,I razzinfrazzinmaggle,NOT
40412,news orgs faith goldy time day simply wrong experience useless fool care fool,OFF
26986,duet cutiee angel faceblowingakiss smilingfacewithhearteye twoheart damn awesomee twoheart twoheart expression faceblowingakiss kill smilingfacewithhearteye love smilingfacewithhearteyes winkingface raisinghand nly u love u cutiee doll twoheart faceblowingakiss,NOT
90035,I gun control organisation exclusively try away gun black people,NOT
71929,I beto trump ted wife ugly lick boot help reelection,OFF
39763,gop strike distance retake franken seat,NOT
39852,prayer wife I colon cancer bowel problem apt w gi oncologist I know prayer remember god control,NOT
31157,find antifa chicago,NOT
35524,threat,OFF
44447,tell type suede use pant ship straight russa,NOT
66579,liberal imagine circumstance force defend family violence imagine eventuality realm possibility foolishly believe police arrive quickly save,OFF
